trajectory_id,program_id,task_id,family,variant,condition,task_text,reference_text,boundary_crossed,reference_start_token_index,token_count,analysis_token_count,trajectory_valid,mean_entropy_top20,median_entropy_top20,mean_entropy_valid_vocab,median_entropy_valid_vocab,semantic_step_balanced_entropy_top20,mean_p1,median_p1,mean_top20_mass,mean_reference_surprisal,median_reference_rank,fraction_p1_ge_090,fraction_p1_ge_099,step_mapped_token_fraction,boundary_overlap_token_fraction,unmapped_token_fraction
merge_sorted_descending__v2__pseudocode,merge_sorted_descending__v2,merge_sorted_descending,merge_sorted,2,pseudocode,"Given two lists sorted in descending order, merge them into one descending list.","PROCEDURE merge_sorted_descending(current, counter)
output <- []
item <- 0
value <- 0
WHILE (item < len(current) AND value < len(counter))
    IF current[item] >= counter[value]
        output.append(current[item])
        item <- item + 1
    ELSE
        output.append(counter[value])
        value <- value + 1
output.extend(current[item:])
output.extend(counter[value:])
RETURN output",False,27,123,122,True,0.47623009051742093,0.11589647457003593,0.585119354202196,0.13857707381248474,0.5527935673675498,0.8493755533069861,0.9802188277244568,0.9848988823226241,0.8204056433715874,1.0,0.6229508196721312,0.4344262295081967,0.9821428571428571,0.0,0.017857142857142856
reverse_list__v1__python_opaque,reverse_list__v1,reverse_list,reverse_sequence,1,python_opaque,"Given a list, create a new list containing the same values in reverse order.","def zav0(mip0):
    tuk0 = []
    for qel0 in range(len(mip0) - 1, -1, -1):
        tuk0.append(mip0[qel0])
    return tuk0",False,26,63,62,True,0.5217392039609671,0.04504481516778469,0.7646866800672386,0.05495249852538109,0.8838178267417802,0.8369566954431995,0.9936544597148895,0.9587952946462939,1.5138275814335738,1.0,0.7096774193548387,0.5161290322580645,1.0,0.0,0.0
matrix_column_sums__v3__pseudocode,matrix_column_sums__v3,matrix_column_sums,matrix_aggregate,3,pseudocode,"Given a non-empty rectangular matrix of numbers, return a list containing the sum of each column.","PROCEDURE matrix_column_sums(entry)
x <- []
FOR element IN range(len(entry[0]))
    n_count <- 0
    FOR result IN entry
        n_count <- n_count + result[element]
    x.append(n_count)
RETURN x",False,31,72,71,True,0.6286930200779441,0.46048402786254883,0.7467072373824202,0.5321688652038574,0.7989939870227057,0.8060106330774199,0.8919358849525452,0.9848784619653729,1.3231910794643276,1.0,0.49295774647887325,0.323943661971831,1.0,0.0,0.0
count_character__v2__python_canonical,count_character__v2,count_character,char_count,2,python_canonical,"Given a string and a character, count how many times that character appears.","def count_character(output, current):
    value = 0
    for item in output:
        if item == current:
            value += 1
    return value",False,25,39,38,True,0.38566563562275596,0.18191321194171906,0.42532322518251786,0.1917010322213173,0.43307293208878644,0.8861383552614012,0.9640359580516815,0.9956861122658378,1.0986344472195542,1.0,0.6578947368421053,0.2631578947368421,1.0,0.0,0.0
count_primes_up_to__v1__procedural_prose,count_primes_up_to__v1,count_primes_up_to,primality,1,procedural_prose,"Given a nonnegative integer n, count how many prime numbers are at most n.","Define a procedure named count_primes_up_to that receives n.
Set count to 0.
For each candidate in range(2, (n + 1)), do the following.
    Set prime to true.
    Set divisor to 2.
    While (divisor * divisor) is at most candidate, do the following.
        If (candidate % divisor) equals 0, do the following.
            Set prime to false.
            Stop the current loop.
        Increase divisor by 1.
    If prime, do the following.
        Increase count by 1.
Return count.",False,27,146,145,True,0.402661278554422,0.13989631831645966,0.43002696084465775,0.14551931619644165,0.44841980992224717,0.8728286218026589,0.9744531512260437,0.9968963569608228,0.8390503900482572,1.0,0.6827586206896552,0.4068965517241379,1.0,0.0,0.0
reverse_list__v2__python_canonical,reverse_list__v2,reverse_list,reverse_sequence,2,python_canonical,"Given a list, create a new list containing the same values in reverse order.","def reverse_list(current):
    value = []
    for item in range(len(current) - 1, -1, -1):
        value.append(current[item])
    return value",False,26,47,46,True,0.2455919058411382,0.06284144893288612,0.2608978155160161,0.06394320353865623,0.5552755924808379,0.922373213197874,0.9903083145618439,0.9984110438305399,0.7546754883975233,1.0,0.8043478260869565,0.5217391304347826,1.0,0.0,0.0
keep_letters__v1__python_opaque,keep_letters__v1,keep_letters,string_filter,1,python_opaque,"Given a string, return a new string containing only alphabetic characters.","def zav0(mip0):
    tuk0 = """"
    for qel0 in mip0:
        if qel0.isalpha():
            tuk0 += qel0
    return tuk0",False,26,52,51,True,0.663569785561812,0.0712367370724678,0.9884295112963574,0.0829470232129097,0.8631976552723144,0.7912703875233146,0.987217903137207,0.9450032325351939,1.7101408275236691,1.0,0.6666666666666666,0.49019607843137253,1.0,0.0,0.0
selection_sort_descending__v2__procedural_prose,selection_sort_descending__v2,selection_sort_descending,selection_sort,2,procedural_prose,"Given a list of numbers, sort it in descending order using selection sort and return the sorted copy.","Define a procedure named selection_sort_descending that receives counter.
Set output to counter[:].
For each current in range(len(output)), do the following.
    Set item to current.
    For each value in range((current + 1), len(output)), do the following.
        If output[value] is greater than output[item], do the following.
            Set item to value.
    Set (output[current], output[item]) to (output[item], output[current]).
Return output.",False,31,116,115,True,0.591361760267097,0.24025413393974304,0.6900080690747532,0.267874538898468,0.784934662238135,0.8106260558833247,0.9491109251976013,0.9861859088358672,1.1123242754818974,1.0,0.591304347826087,0.34782608695652173,1.0,0.0,0.0
anti_diagonal_sum__v1__python_opaque,anti_diagonal_sum__v1,anti_diagonal_sum,diagonal_aggregate,1,python_opaque,"Given a square matrix, calculate the sum of its anti-diagonal.","def zav0(mip0):
    tuk0 = 0
    qel0 = len(mip0)
    for vor0 in range(qel0):
        tuk0 += mip0[vor0][qel0 - 1 - vor0]
    return tuk0",False,26,70,69,True,0.5764553699590961,0.1604432761669159,0.8406478094065265,0.17519576847553253,0.8149852820632886,0.8225220196704933,0.9726778268814087,0.9572209828141807,1.6241292229524729,1.0,0.5942028985507246,0.34782608695652173,1.0,0.0,0.0
count_even_digits__v3__pseudocode,count_even_digits__v3,count_even_digits,digit_count,3,pseudocode,"Given a positive integer, count how many of its decimal digits are even.","PROCEDURE count_even_digits(x)
element <- 0
WHILE x > 0
    entry <- (x % 10)
    IF (entry % 2) = 0
        element <- element + 1
    x <- x // 10
RETURN element",False,25,71,70,True,0.49743644155987565,0.2924588471651077,0.5692719874975539,0.3323395997285843,0.4270076649698164,0.8312655461685998,0.9388854205608368,0.9903012258665902,0.9826314846625597,1.0,0.5857142857142857,0.38571428571428573,1.0,0.0,0.0
linear_last_index__v3__pseudocode,linear_last_index__v3,linear_last_index,linear_search,3,pseudocode,"Given a list and a target, return the index of the last target occurrence or minus one if absent.","PROCEDURE linear_last_index(n_count, x)
element <- -1
FOR (entry, result) IN enumerate(n_count)
    IF result = x
        element <- entry
RETURN element",False,31,51,50,True,0.9596133006736636,0.9038026928901672,1.207139307167381,0.9808811545372009,0.8269464204422933,0.6978949284553528,0.7185524702072144,0.9667221355438232,2.1865992210875267,1.0,0.26,0.1,1.0,0.0,0.0
count_below__v2__procedural_prose,count_below__v2,count_below,threshold_count,2,procedural_prose,"Given a list of numbers and a threshold, count the values less than the threshold.","Define a procedure named count_below that receives output and value.
Set item to 0.
For each current in output, do the following.
    If current is less than value, do the following.
        Increase item by 1.
Return item.",False,27,59,58,True,0.7822992998729299,0.5975856482982635,0.916627406255053,0.676702469587326,0.8879666245792937,0.758891624366415,0.85294109582901,0.9826185394977701,1.5658466609607347,1.0,0.3793103448275862,0.15517241379310345,1.0,0.0,0.0
is_prime__v2__controlled_nl,is_prime__v2,is_prime,primality,2,controlled_nl,"Given an integer n, determine whether it is prime.","PROCEDURE is_prime INPUT value:
IF value < 2:
    RETURN FALSE
SET item TO 2.
WHILE (item * item) <= value:
    IF (value % item) = 0:
        RETURN FALSE
    UPDATE item USING + 1.
RETURN TRUE",False,21,74,73,True,0.45146390283672155,0.15466457605361938,0.4989214526862245,0.16859734058380127,0.395219570263328,0.8531099429277524,0.9746038913726807,0.9941317349264066,1.4827926361368993,1.0,0.6301369863013698,0.3835616438356164,1.0,0.0,0.0
is_nondecreasing__v1__pseudocode,is_nondecreasing__v1,is_nondecreasing,monotonicity,1,pseudocode,"Given a list of numbers, determine whether it is in nondecreasing order.","PROCEDURE is_nondecreasing(values)
FOR index IN range(1, len(values))
    IF values[(index - 1)] > values[index]
        RETURN FALSE
RETURN TRUE",False,27,50,49,True,0.4628271110443017,0.08651381731033325,0.48665885996480046,0.11482170224189758,0.4298403751120488,0.8380658456257412,0.986932098865509,0.9974417443178138,1.0157757912638818,1.0,0.5714285714285714,0.42857142857142855,1.0,0.0,0.0
first_even_index__v3__python_canonical,first_even_index__v3,first_even_index,first_match_index,3,python_canonical,"Given a list of integers, return the index of the first even value, or minus one if none exists.","def first_even_index(x):
    for element, entry in enumerate(x):
        if entry % 2 == 0:
            return element
    return -1",False,32,40,39,True,0.3063946262610933,0.08290111273527145,0.3294917359464587,0.08448044955730438,0.39938142255026227,0.9100499848524729,0.9869267344474792,0.9977624324651865,0.9013247082352441,1.0,0.6666666666666666,0.4358974358974359,1.0,0.0,0.0
count_above__v1__python_canonical,count_above__v1,count_above,threshold_count,1,python_canonical,"Given a list of numbers and a threshold, count the values greater than the threshold.","def count_above(values, threshold):
    count = 0
    for value in values:
        if value > threshold:
            count += 1
    return count",False,27,39,38,True,0.17316986448885904,0.023134153336286545,0.18441993611476823,0.02451031468808651,0.2518147333970167,0.9516512179060986,0.9969943463802338,0.998982027957314,0.2521712474853135,1.0,0.8947368421052632,0.631578947368421,1.0,0.0,0.0
insertion_sort_descending__v3__pseudocode,insertion_sort_descending__v3,insertion_sort_descending,insertion_sort,3,pseudocode,"Given a list of numbers, sort it in descending order using insertion sort and return the sorted copy.","PROCEDURE insertion_sort_descending(n_count)
result <- n_count[:]
FOR entry IN range(1, len(result))
    element <- result[entry]
    x <- (entry - 1)
    WHILE (x >= 0 AND result[x] < element)
        result[(x + 1)] <- result[x]
        x <- x - 1
    result[(x + 1)] <- element
RETURN result",False,32,110,109,True,0.4424918833262607,0.142881840467453,0.5013968192541627,0.16345632076263428,0.46431039170348776,0.8549664690407044,0.9768257141113281,0.99282516853525,0.9734517238430876,1.0,0.6146788990825688,0.3302752293577982,1.0,0.0,0.0
insertion_sort_descending__v3__python_canonical,insertion_sort_descending__v3,insertion_sort_descending,insertion_sort,3,python_canonical,"Given a list of numbers, sort it in descending order using insertion sort and return the sorted copy.","def insertion_sort_descending(n_count):
    result = n_count[:]
    for entry in range(1, len(result)):
        element = result[entry]
        x = entry - 1
        while x >= 0 and result[x] < element:
            result[x + 1] = result[x]
            x -= 1
        result[x + 1] = element
    return result",False,32,101,100,True,0.25150515314421684,0.06224123202264309,0.2733515340715894,0.06334805488586426,0.35240243131400784,0.914317071735859,0.990866482257843,0.9968209159374237,0.6258021804745516,1.0,0.81,0.53,1.0,0.0,0.0
count_odd__v3__procedural_prose,count_odd__v3,count_odd,parity_count,3,procedural_prose,"Given a list of integers, count how many values are odd.","Define a procedure named count_odd that receives x.
Set element to 0.
For each entry in x, do the following.
    If (entry % 2) does not equal 0, do the following.
        Increase element by 1.
Return element.",False,23,63,62,True,0.6673271674268518,0.5152813792228699,0.7364393863751884,0.5463497638702393,0.7205316759225551,0.7864541863241503,0.8787908256053925,0.991868773775716,1.330586468672165,1.0,0.46774193548387094,0.1935483870967742,1.0,0.0,0.0
selection_sort_ascending__v2__python_opaque,selection_sort_ascending__v2,selection_sort_ascending,selection_sort,2,python_opaque,"Given a list of numbers, sort it in ascending order using selection sort and return the sorted copy.","def zav0(mip0):
    tuk0 = mip0[:]
    for qel0 in range(len(tuk0)):
        vor0 = qel0
        for nex0 in range(qel0 + 1, len(tuk0)):
            if tuk0[nex0] < tuk0[vor0]:
                vor0 = nex0
        tuk0[qel0], tuk0[vor0] = tuk0[vor0], tuk0[qel0]
    return tuk0",False,31,130,129,True,0.36259008085350314,0.019401881843805313,0.5329442116380678,0.020251043140888214,0.5713900558226411,0.8848234597564668,0.997651219367981,0.9734268248543259,0.9260716456779183,1.0,0.7751937984496124,0.6511627906976745,1.0,0.0,0.0
filter_mapping_by_value__v1__python_opaque,filter_mapping_by_value__v1,filter_mapping_by_value,dictionary_transform,1,python_opaque,"Given a dictionary with numeric values and a threshold, return a new dictionary containing only entries whose value is greater than the threshold.","def zav0(mip0, tuk0):
    qel0 = {}
    for vor0, nex0 in mip0.items():
        if nex0 > tuk0:
            qel0[vor0] = nex0
    return qel0",False,35,66,65,True,0.602992414846085,0.05875757336616516,0.9284947883713848,0.07331540435552597,0.8000405338949671,0.8063325017117537,0.9908717274665833,0.9449403308905088,1.674558494890572,1.0,0.6923076923076923,0.5230769230769231,1.0,0.0,0.0
count_digits__v3__pseudocode,count_digits__v3,count_digits,digit_count,3,pseudocode,"Given a positive integer, count its decimal digits.","PROCEDURE count_digits(entry)
element <- 0
WHILE entry > 0
    entry <- entry // 10
    element <- element + 1
RETURN element",False,20,46,45,True,0.6311841010969349,0.40301841497421265,0.751300402552887,0.4550319314002991,0.5414559044744324,0.7874016629325019,0.9136344790458679,0.9838302532831827,1.0766989887462943,1.0,0.5111111111111111,0.37777777777777777,1.0,0.0,0.0
square_values__v2__controlled_nl,square_values__v2,square_values,element_transform,2,controlled_nl,"Given a list of numbers, create a list containing the square of each element.","PROCEDURE square_values INPUT current:
SET item TO [].
FOR EACH value IN current:
    EXECUTE item.append((value * value)).
RETURN item",False,26,44,43,True,0.7833634783909115,0.7331976890563965,0.9283885803279402,0.8503783941268921,0.8514180551138928,0.7600207855535108,0.8011589646339417,0.979880926220916,2.154720355635089,1.0,0.3953488372093023,0.18604651162790697,1.0,0.0,0.0
partition_by_threshold__v1__controlled_nl,partition_by_threshold__v1,partition_by_threshold,partition,1,controlled_nl,"Given a list of numbers and a threshold, return two lists: values below the threshold and values at least the threshold, preserving order.","PROCEDURE partition_by_threshold INPUT values, threshold:
SET below TO [].
SET at_least TO [].
FOR EACH value IN values:
    IF value < threshold:
        EXECUTE below.append(value).
    ELSE
        EXECUTE at_least.append(value).
RETURN (below, at_least)",False,38,87,86,True,0.42689207006725516,0.0620796587318182,0.47957993351936895,0.07181872054934502,0.44254617270811114,0.8672033011220223,0.9905794262886047,0.9931529656399128,0.9450889737022374,1.0,0.627906976744186,0.5232558139534884,0.9803921568627451,0.0,0.0196078431372549
flatten_pairs__v3__pseudocode,flatten_pairs__v3,flatten_pairs,flatten_one_level,3,pseudocode,"Given a list of two-element pairs, flatten the pairs into one list in pair order.","PROCEDURE flatten_pairs(entry)
x <- []
FOR element IN entry
    x.append(element[0])
    x.append(element[1])
RETURN x",False,30,46,45,True,0.5666620799168919,0.2075064778327942,0.6639129377992099,0.23195308446884155,0.6494684163211181,0.8172197242577871,0.9626705646514893,0.9884584214952257,1.0434724158123976,1.0,0.5555555555555556,0.3333333333333333,1.0,0.0,0.0
invert_unique_map__v3__python_canonical,invert_unique_map__v3,invert_unique_map,dictionary_transform,3,python_canonical,"Given a dictionary whose values are unique, return a new dictionary mapping each original value to its original key.","def invert_unique_map(entry):
    x = {}
    for element, result in entry.items():
        x[result] = element
    return x",False,31,37,36,True,0.49475032813239117,0.1703045517206192,0.5534337249312861,0.1706528589129448,0.8661427620487908,0.8309166580438614,0.963895857334137,0.9927675972382227,1.371479963038938,1.0,0.6666666666666666,0.3888888888888889,1.0,0.0,0.0
filter_mapping_by_value__v3__procedural_prose,filter_mapping_by_value__v3,filter_mapping_by_value,dictionary_transform,3,procedural_prose,"Given a dictionary with numeric values and a threshold, return a new dictionary containing only entries whose value is greater than the threshold.","Define a procedure named filter_mapping_by_value that receives entry and result.
Set x to {}.
For each (element, n_count) in entry.items(), do the following.
    If n_count is greater than result, do the following.
        Set x[element] to n_count.
Return x.",False,35,74,73,True,0.7023859154991168,0.5892550945281982,0.8280420542602134,0.6633701324462891,0.8859450397556109,0.7816168110664576,0.8556015491485596,0.9846504730721043,1.7793418071390714,1.0,0.4520547945205479,0.1917808219178082,1.0,0.0,0.0
running_product__v3__python_opaque,running_product__v3,running_product,cumulative_scan,3,python_opaque,"Given a list of numbers, produce the running product after each position.","def zav0(mip0):
    tuk0 = 1
    qel0 = []
    for vor0 in mip0:
        tuk0 *= vor0
        qel0.append(tuk0)
    return qel0",False,24,61,60,True,0.6339428206954228,0.10515990480780602,0.9615580028956174,0.1285892128944397,0.9287625547256922,0.7983427364379168,0.9820434153079987,0.9426329960425694,1.7469666586355137,1.0,0.6666666666666666,0.4166666666666667,1.0,0.0,0.0
binary_to_integer__v2__controlled_nl,binary_to_integer__v2,binary_to_integer,base_conversion,2,controlled_nl,"Given a string of binary digits, convert it to a nonnegative integer.","PROCEDURE binary_to_integer INPUT current:
SET value TO 0.
FOR EACH item IN current:
    SET value TO ((value * 2) + int(item)).
RETURN value",False,25,50,49,True,0.5611374857704802,0.3901483714580536,0.6505419903200794,0.48375433683395386,0.6289757468434612,0.8231964822934599,0.9199660420417786,0.9895429927475599,1.546265622022623,1.0,0.5306122448979592,0.2857142857142857,1.0,0.0,0.0
bubble_sort_ascending__v2__controlled_nl,bubble_sort_ascending__v2,bubble_sort_ascending,bubble_sort,2,controlled_nl,"Given a list of numbers, sort it in ascending order using bubble sort and return the sorted copy.","PROCEDURE bubble_sort_ascending INPUT output:
SET current TO output[:].
FOR EACH item IN range((len(current) - 1), 0, -1):
    FOR EACH value IN range(item):
        IF current[value] > current[(value + 1)]:
            SET (current[value], current[(value + 1)]) TO (current[(value + 1)], current[value]).
RETURN current",False,32,108,107,True,0.49533159205464333,0.09549200534820557,0.583377390510709,0.11632026731967926,0.7054687893138885,0.838592904889695,0.9846080541610718,0.9881471635025239,1.1561579079648465,1.0,0.6355140186915887,0.4766355140186916,1.0,0.0,0.0
anti_diagonal_sum__v3__procedural_prose,anti_diagonal_sum__v3,anti_diagonal_sum,diagonal_aggregate,3,procedural_prose,"Given a square matrix, calculate the sum of its anti-diagonal.","Define a procedure named anti_diagonal_sum that receives element.
Set result to 0.
Set x to len(element).
For each entry in range(x), do the following.
    Increase result by element[entry][((x - 1) - entry)].
Return result.",False,26,69,68,True,0.8162034841644688,0.5755094885826111,0.9521514507051667,0.6173686683177948,0.9100052235650192,0.7464880594874129,0.8378012776374817,0.9810018443009433,1.532407399842187,1.0,0.36764705882352944,0.1323529411764706,1.0,0.0,0.0
matrix_row_sums__v2__nl_exp7_anchor,matrix_row_sums__v2,matrix_row_sums,matrix_aggregate,2,nl_exp7_anchor,"Given a matrix of numbers, return a list containing the sum of each row.","Build an empty result list. For each row, start a row total at zero, add every value in the row, and add the row total. Output the result.",False,26,34,33,True,1.0104825952739427,1.085231900215149,1.1105524922410648,1.1108741760253906,,0.668124691103444,0.6753107309341431,0.9878614544868469,2.143688334039215,2.0,0.18181818181818182,0.0,,,
chunks_fixed_size__v3__pseudocode,chunks_fixed_size__v3,chunks_fixed_size,chunking,3,pseudocode,"Given a list and a positive chunk size, split the list into consecutive chunks of at most that size.","PROCEDURE chunks_fixed_size(result, entry)
element <- []
FOR x IN range(0, len(result), entry)
    element.append(result[x:(x + entry)])
RETURN element",False,32,53,52,True,0.8710054084658623,0.7200199365615845,1.1037450110038312,0.8766636252403259,1.0598543536124958,0.7180143359761971,0.7819563150405884,0.9671342498981036,1.8075361226667435,1.0,0.34615384615384615,0.09615384615384616,1.0,0.0,0.0
most_frequent__v3__python_canonical,most_frequent__v3,most_frequent,mode_selection,3,python_canonical,"Given a non-empty list, return a value with the highest occurrence count, choosing the first such value on ties.","def most_frequent(result):
    entry = {}
    for x in result:
        entry[x] = entry.get(x, 0) + 1
    element = result[0]
    for x in result:
        if entry[x] > entry[element]:
            element = x
    return element",False,35,75,74,True,0.4268416629953159,0.06945565342903137,0.49916122663411,0.07342309504747391,0.8843038707219493,0.864081737962929,0.9893540441989899,0.9890242613650657,0.7503892940256363,1.0,0.7432432432432432,0.4864864864864865,1.0,0.0,0.0
binary_search_exact__v1__nl_exp7_anchor,binary_search_exact__v1,binary_search_exact,binary_search,1,nl_exp7_anchor,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","Set low and high indices around the search range. Repeatedly inspect the middle value, returning its index on a match. Discard the half that cannot contain the target. Return minus one if the range becomes empty.",False,31,45,44,True,1.4605286088560454,1.5633518695831299,1.8693319215989588,2.1169042587280273,,0.5312213918024843,0.4698623865842819,0.9363923506303267,1.9963159505330788,2.0,0.11363636363636363,0.045454545454545456,,,
merge_sorted_ascending__v2__python_opaque,merge_sorted_ascending__v2,merge_sorted_ascending,merge_sorted,2,python_opaque,"Given two lists sorted in ascending order, merge them into one ascending list.","def zav0(mip0, tuk0):
    qel0 = []
    vor0 = 0
    nex0 = 0
    while vor0 < len(mip0) and nex0 < len(tuk0):
        if mip0[vor0] <= tuk0[nex0]:
            qel0.append(mip0[vor0])
            vor0 += 1
        else:
            qel0.append(tuk0[nex0])
            nex0 += 1
    qel0.extend(mip0[vor0:])
    qel0.extend(tuk0[nex0:])
    return qel0",False,27,163,162,True,0.2879351332198333,0.010419262573122978,0.4334466938047609,0.011647328268736601,0.5368286421331859,0.907512516565161,0.9988381564617157,0.9759478548794617,0.653909162029237,1.0,0.8271604938271605,0.6975308641975309,0.989247311827957,0.0,0.010752688172043012
contains_zero__v1__procedural_prose,contains_zero__v1,contains_zero,membership_test,1,procedural_prose,"Given a list of numbers, determine whether zero occurs in the list.","Define a procedure named contains_zero that receives values.
For each value in values, do the following.
    If value equals 0, do the following.
        Return true.
Return false.",False,24,44,43,True,0.8095715889371499,0.712069034576416,0.9472596410142128,0.7827509641647339,0.7715469974233576,0.7353395597879276,0.8193351626396179,0.9806950688362122,1.2961071848765768,1.0,0.32558139534883723,0.16279069767441862,1.0,0.0,0.0
