trajectory_id,task_id,family,representation,variant,task_text,reference_solution,alignment_method,boundary_crossed,reference_start_token_index,base_token_count_metadata,token_count,analysis_token_count,trajectory_valid,mean_entropy_top20,median_entropy_top20,std_entropy_top20,cumulative_entropy_top20,mean_entropy_valid_vocab,median_entropy_valid_vocab,std_entropy_valid_vocab,cumulative_entropy_valid_vocab,mean_p1,median_p1,mean_top20_mass,fraction_p1_ge_090,fraction_p1_ge_099,longest_run_p1_ge_090,longest_run_p1_ge_099,mean_abs_entropy_change_top20,mean_abs_entropy_change_valid_vocab,reference_in_top20_fraction,mean_reference_surprisal
bubble_sort_descending__python__v2,bubble_sort_descending,bubble_sort,python,2,"Given a list of numbers, sort it in descending order using bubble sort and return the sorted copy.","def bubble_sort_descending(output):
    current = output[:]
    for item in range(len(current) - 1, 0, -1):
        for value in range(item):
            if current[value] < current[value + 1]:
                current[value], current[value + 1] = current[value + 1], current[value]
    return current",fast_offsets,False,31,31,92,91,True,0.31276536209346945,0.05948612466454506,0.48256437263787255,28.46164795050572,0.3416619737957432,0.059731192886829376,0.551837072555182,31.091239615412633,0.8984254005846086,0.9916897416114807,0.9965061728770916,0.7692307692307693,0.5164835164835165,26,11,0.3041588710223247,0.34171102921738766,0.9560439560439561,0.5846869343349181
flatten_lists__nl__v1,flatten_lists,flatten_one_level,nl,1,"Given a list of lists, flatten exactly one level into a single list.","Create an empty result list. Examine each inner list in order, then append each of its values to the result. Return the result.",fast_offsets,False,26,26,28,27,True,1.041779652789787,0.8654568195343018,0.5868367868455734,28.12805062532425,1.2129900080186349,0.9888045191764832,0.7260040469867555,32.75073021650314,0.6824660334322188,0.7734535336494446,0.9778863037074054,0.14814814814814814,0.0,2,0,0.5567336953603305,0.6980241605868707,0.9629629629629629,1.4966676497349032
frequency_map_items__nl__v2,frequency_map_items,frequency_map,nl,2,"Given a list of hashable values, build a dictionary mapping each value to its occurrence count.","Begin with an empty dictionary. Inspect each value. If it is already a key, increase its count; otherwise build the key with count one. Output the dictionary.",fast_offsets,False,30,30,34,33,True,0.8278483312689897,0.7416336536407471,0.5092540587886487,27.31899493187666,0.884646421467716,0.7560543417930603,0.5403967108297566,29.19333190843463,0.7388783458507422,0.7845028042793274,0.9939681183208119,0.30303030303030304,0.06060606060606061,3,1,0.537877653259784,0.5706037844065577,0.9696969696969697,1.8294927889029637
string_palindrome__python__v2,string_palindrome,palindrome_test,python,2,"Given a string, determine whether it reads the same forward and backward.","def string_palindrome(current):
    item = 0
    value = len(current) - 1
    while item < value:
        if current[item] != current[value]:
            return False
        item += 1
        value -= 1
    return True",fast_offsets,False,24,24,65,64,True,0.4354483251736383,0.10463982447981834,0.6709134826606908,27.86869281111285,0.5334440562660347,0.11048075556755066,0.8914363156217492,34.140419601026224,0.869305026717484,0.9836274087429047,0.985215031541884,0.75,0.453125,34,9,0.44498416827252457,0.5643253098011002,0.9375,0.8026867928531374
contains_target__python__v1,contains_target,membership_test,python,1,"Given a list of values and a target, determine whether the target occurs in the list.","def contains_target(values, target):
    for value in values:
        if value == target:
            return True
    return False",fast_offsets,False,28,28,31,30,True,0.4210674355737865,0.04328729584813118,0.684264913619252,12.632023067213595,0.4829836400303369,0.04430945962667465,0.8045756643740628,14.489509200910106,0.872535465657711,0.9943340420722961,0.9922034025192261,0.7333333333333333,0.5666666666666667,18,7,0.35001878547161047,0.40995095398052245,1.0,0.1939384606880291
matrix_find_position__nl__v3,matrix_find_position,matrix_search,nl,3,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","Scan rows from top to bottom and columns from left to right. Whenever a value equals the target, return its row and column indices. If no match exists, return minus one for both indices.",fast_offsets,False,43,43,40,39,True,0.9899970263433762,0.9497712850570679,0.7805269401098193,38.60988402739167,1.1542379088843098,0.9754481911659241,0.9622541914208024,45.01527844648808,0.6887683394627694,0.7059207558631897,0.9759582174129975,0.358974358974359,0.10256410256410256,4,2,0.6883841273619941,0.8441509413777998,1.0,1.0975153947828147
chunks_fixed_size__python__v2,chunks_fixed_size,chunking,python,2,"Given a list and a positive chunk size, split the list into consecutive chunks of at most that size.","def chunks_fixed_size(output, value):
    item = []
    for current in range(0, len(output), value):
        item.append(output[current:current + value])
    return item",fast_offsets,False,31,31,49,48,True,0.5968336358103746,0.3132566511631012,0.6677583359174097,28.64801451889798,0.7130732254736358,0.34988148510456085,0.8734491243561806,34.22751482273452,0.8110431988413135,0.9266834855079651,0.9836959391832352,0.5833333333333334,0.3333333333333333,9,3,0.5521691363265223,0.6860670194208146,0.8958333333333334,1.3030989593697389
is_strictly_increasing__nl__v2,is_strictly_increasing,monotonicity,nl,2,"Given a list of numbers, determine whether it is strictly increasing.","Inspect each adjacent pair from left to right. If an earlier value is greater than or equal to the following value, output false. Output true if every pair increases.",fast_offsets,False,23,23,34,33,True,1.0098773628247506,1.1747560501098633,0.6039318843022454,33.32595297321677,1.1257999102500351,1.2241653203964233,0.7020064839204057,37.15139703825116,0.6657115121682485,0.6277024745941162,0.9856925877657804,0.2727272727272727,0.06060606060606061,2,1,0.692309363046661,0.7746658709365875,0.9393939393939394,1.9281768040364664
transpose_matrix__nl__v1,transpose_matrix,matrix_transform,nl,1,"Given a non-empty rectangular matrix, return its transpose.","Create an empty result. For every column index, build a new row by taking that column value from each original row. Append each new row and return the result.",fast_offsets,False,24,24,33,32,True,1.245982414809987,1.1968225240707397,0.6138398652363303,39.87143727391958,1.4574746903963387,1.5235736966133118,0.7301150615855665,46.63919009268284,0.6288301278837025,0.66396364569664,0.9717242661863565,0.15625,0.0,2,0,0.621693865426125,0.7686306632334187,0.9375,2.2967889142455533
chunks_pairs__nl__v2,chunks_pairs,chunking,nl,2,"Given a list, split it into consecutive chunks containing at most two elements.",Build an empty result list. Move a starting index through the input two positions at a time. Add the slice containing that position and the next one if present. Output the result.,fast_offsets,False,25,25,36,35,True,1.2816329974148954,1.3040196895599365,0.6677761487270459,44.85715490952134,1.5243668272026947,1.4607759714126587,0.8256501112331345,53.35283895209432,0.6062672227621079,0.6521900296211243,0.9655785117830549,0.11428571428571428,0.05714285714285714,2,2,0.7036864093559629,0.8837644122540951,0.8857142857142857,2.4706318682458783
count_primes_up_to__nl__v1,count_primes_up_to,primality,nl,1,"Given a nonnegative integer n, count how many prime numbers are at most n.","Start a prime counter at zero. For every candidate from two through n, test divisors up to its square root. Increase the counter when no divisor is found. Return the counter.",fast_offsets,False,27,27,39,38,True,1.0921003453825648,1.1680489778518677,0.7244399522685867,41.49981312453747,1.2762230046485599,1.3209918141365051,0.880682987999551,48.49647417664528,0.6575286462903023,0.6614112555980682,0.9749427531894884,0.3157894736842105,0.02631578947368421,3,1,0.8071235990202105,0.9751558255504917,0.9473684210526315,1.9613683456800093
selection_sort_descending__python__v3,selection_sort_descending,selection_sort,python,3,"Given a list of numbers, sort it in descending order using selection sort and return the sorted copy.","def selection_sort_descending(n_count):
    result = n_count[:]
    for x in range(len(result)):
        element = x
        for entry in range(x + 1, len(result)):
            if result[entry] > result[element]:
                element = entry
        result[x], result[element] = result[element], result[x]
    return result",fast_offsets,False,31,31,94,93,True,0.28624940515052705,0.05605648085474968,0.44259449876378676,26.621194678999018,0.3140557719064721,0.05620595067739487,0.4970608076375035,29.207186787301907,0.9091679642918289,0.9910778999328613,0.9969810984467947,0.7311827956989247,0.5376344086021505,17,15,0.33504203652947856,0.37068325470128277,0.967741935483871,0.7190998696624256
count_vowels__python__v3,count_vowels,char_count,python,3,"Given a lowercase string, count how many characters are vowels.","def count_vowels(x):
    entry = 0
    for element in x:
        if element in ""aeiou"":
            entry += 1
    return entry",fast_offsets,False,25,25,42,41,True,0.4889270758040522,0.12391965836286545,0.6527503741567834,20.04601010796614,0.5557058972814802,0.1242264062166214,0.763835590629971,22.783941788540687,0.8491783843534749,0.9757415056228638,0.9912740122981187,0.6585365853658537,0.2682926829268293,7,2,0.5291834443225525,0.5997000058210687,0.9512195121951219,0.8015531791846936
is_subset__nl__v1,is_subset,set_relation,nl,1,"Given two collections, determine whether every value in the first collection occurs in the second.","Examine each value in the first collection. If any value is absent from the second collection, return false. Return true if every value is present.",fast_offsets,False,27,27,30,29,True,0.8378014780966372,0.8788740038871765,0.5425524103913016,24.29624286480248,0.9089294117714825,0.9582000374794006,0.5856468544436743,26.35895294137299,0.7383638856739834,0.7499531507492065,0.9920177171970236,0.27586206896551724,0.10344827586206896,3,2,0.5500712686085275,0.5658131160640291,1.0,0.7857753980969047
partition_by_sign__python__v1,partition_by_sign,partition,python,1,"Given a list of numbers, return two lists: negative values first and nonnegative values second, preserving input order within each group.","def partition_by_sign(values):
    negative = []
    nonnegative = []
    for value in values:
        if value < 0:
            negative.append(value)
        else:
            nonnegative.append(value)
    return negative, nonnegative",fast_offsets,False,37,37,63,62,True,0.3146779489902509,0.016132295597344637,0.5700998142825979,19.510032837395556,0.35985160832323376,0.016331727616488934,0.6914699480875124,22.310799716040492,0.8943906493725315,0.9980695843696594,0.9941967091252727,0.7580645161290323,0.6451612903225806,21,13,0.3693158441665964,0.42887990553977856,1.0,0.3187496805702164
count_above__nl__v1,count_above,threshold_count,nl,1,"Given a list of numbers and a threshold, count the values greater than the threshold.","Start a counter at zero. Examine every value. Whenever the current value is greater than the threshold, increase the counter by one. Return the counter.",fast_offsets,False,27,27,31,30,True,0.8250712798287471,0.5863803625106812,0.6634112413290713,24.752138394862413,0.8871885185440381,0.6351596713066101,0.7252650681760756,26.615655556321144,0.7139684493343036,0.8470546007156372,0.9928200523058573,0.4,0.06666666666666667,8,1,0.6321761348638041,0.6833586435893486,0.9666666666666667,1.421580958055953
adjacent_sums__nl__v2,adjacent_sums,adjacent_transform,nl,2,"Given a list of numbers, create a list containing the sum of each adjacent pair.","Build an empty result list. Starting with the second input value, add it to the preceding value and add the sum. Output the result.",fast_offsets,False,27,27,29,28,True,1.0684545186314998,1.120885193347931,0.5796539579164923,29.916726521681994,1.2118458943275203,1.1851292252540588,0.711034928906022,33.93168504117057,0.6632521386657443,0.6402540504932404,0.9809394883258002,0.21428571428571427,0.03571428571428571,2,1,0.7463696362036798,0.9069613607738305,0.9285714285714286,2.044136060299934
count_primes_up_to__python__v2,count_primes_up_to,primality,python,2,"Given a nonnegative integer n, count how many prime numbers are at most n.","def count_primes_up_to(output):
    value = 0
    for item in range(2, output + 1):
        counter = True
        current = 2
        while current * current <= item:
            if item % current == 0:
                counter = False
                break
            current += 1
        if counter:
            value += 1
    return value",fast_offsets,False,27,27,93,92,True,0.34075577990987094,0.0748225711286068,0.5606596610493431,31.349531751708128,0.40644348003005015,0.07926706597208977,0.7499405415399618,37.392800162764615,0.8942903604196466,0.9888531267642975,0.9906099153601605,0.7717391304347826,0.4782608695652174,45,13,0.3778493192359027,0.47459278282342265,0.9782608695652174,0.6807500102419869
first_even_index__nl__v3,first_even_index,first_match_index,nl,3,"Given a list of integers, return the index of the first even value, or minus one if none exists.","Process the list from the beginning while tracking the current index. Whenever an even value is encountered, return its index. If the end is reached with no match, return minus one.",fast_offsets,False,34,34,37,36,True,0.9865266652729284,0.9872165322303772,0.6972167300051207,35.514959949825425,1.1037614830517366,1.0598766803741455,0.8215221408899254,39.735413389862515,0.6820554956793785,0.7026759386062622,0.9842521018452115,0.3333333333333333,0.027777777777777776,3,1,0.5260732401794355,0.6182485583304826,0.9444444444444444,1.3933792881083111
chunks_pairs__nl__v3,chunks_pairs,chunking,nl,3,"Given a list, split it into consecutive chunks containing at most two elements.",Initialize an empty result list. Move a starting index through the input two positions at a time. Place the slice containing that position and the next one if present. Produce the result.,fast_offsets,False,25,25,37,36,True,1.2842558526123564,1.3930925130844116,0.7351054679198882,46.23321069404483,1.5187880089506507,1.6516078114509583,0.9216352075686064,54.676368322223425,0.6033154469397333,0.5097334384918213,0.9649490349822574,0.19444444444444445,0.05555555555555555,2,2,0.8450266874262264,1.0603238614542143,0.8611111111111112,2.7762787722749636
first_negative_index__python__v1,first_negative_index,first_match_index,python,1,"Given a list of numbers, return the index of the first negative value, or minus one if none exists.","def first_negative_index(values):
    for index, value in enumerate(values):
        if value < 0:
            return index
    return -1",fast_offsets,False,33,33,38,37,True,0.3644810680048682,0.05525696277618408,0.54784753716954,13.485799516180123,0.4113901413582278,0.05545351281762123,0.6522448662742794,15.221435230254428,0.8862331719011873,0.9908093214035034,0.9942361164737392,0.6756756756756757,0.5675675675675675,23,8,0.3278257336880617,0.391611633458524,0.972972972972973,0.4021566540574428
ordered_intersection__nl__v2,ordered_intersection,ordered_intersection,nl,2,"Given two lists, return values from the first list that also occur in the second list, preserving duplicates and order from the first list.","Build an empty result. Inspect each value in the first list. If that value occurs in the second list, add it to the result. Output the result.",fast_offsets,False,40,40,33,32,True,0.8469853450078517,0.7181949615478516,0.6563102281625578,27.103531040251255,0.9903953792527318,0.8101524412631989,0.8080327029807095,31.692652136087418,0.7420715764164925,0.8366390764713287,0.9816929791122675,0.40625,0.0,5,0,0.6150496664547151,0.7271219549640533,1.0,1.1880227472865954
is_prime__python__v3,is_prime,primality,python,3,"Given an integer n, determine whether it is prime.","def is_prime(entry):
    if entry < 2:
        return False
    element = 2
    while element * element <= entry:
        if entry % element == 0:
            return False
        element += 1
    return True",fast_offsets,False,21,21,58,57,True,0.26440308344950736,0.07664096355438232,0.40102294215811646,15.07097575662192,0.2973768971737866,0.07673336565494537,0.4792285837080586,16.950483138905838,0.9292854070663452,0.9881067276000977,0.9962626015930846,0.7894736842105263,0.45614035087719296,28,9,0.27218725727288984,0.30755137410181177,0.9649122807017544,0.6050585041575368
binary_to_integer__python__v3,binary_to_integer,base_conversion,python,3,"Given a string of binary digits, convert it to a nonnegative integer.","def binary_to_integer(x):
    entry = 0
    for element in x:
        entry = entry * 2 + int(element)
    return entry",fast_offsets,False,26,26,39,38,True,0.6239344989390749,0.4317569434642792,0.6506174416940783,23.70951095968485,0.7277454881144589,0.4444736987352371,0.8265696103437565,27.65432854834944,0.804689065406197,0.8801898658275604,0.9852550170923534,0.5,0.3157894736842105,11,3,0.5565369125153568,0.6695316234049765,0.9736842105263158,0.8615569959020879
group_by_first_character__python__v3,group_by_first_character,grouping,python,3,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","def group_by_first_character(result):
    element = {}
    for x in result:
        entry = x[0]
        if entry not in element:
            element[entry] = []
        element[entry].append(x)
    return element",fast_offsets,False,38,38,61,60,True,0.4463901124850963,0.15827831625938416,0.6054335523904287,26.78340674910578,0.5159000778434953,0.16013453900814056,0.7344248470720937,30.95400467060972,0.8581521856288116,0.9685037434101105,0.9911064982414246,0.6666666666666666,0.38333333333333336,14,7,0.42147510973203894,0.4917442855717204,0.95,0.9232442819575226
rotate_right_one__python__v3,rotate_right_one,rotation,python,3,"Given a non-empty list, rotate it right by one position.","def rotate_right_one(x):
    element = [x[-1]]
    for entry in x[:-1]:
        element.append(entry)
    return element",fast_offsets,False,25,25,41,40,True,0.5306933770305478,0.22529318928718567,0.5859202509622946,21.22773508122191,0.5982942795119015,0.24890735745429993,0.6895517475025561,23.931771180476062,0.8315137200057506,0.9623129069805145,0.9919019222259522,0.55,0.3,7,4,0.5480394078991734,0.6405285342823331,0.95,1.010239439536599
first_negative_index__nl__v2,first_negative_index,first_match_index,nl,2,"Given a list of numbers, return the index of the first negative value, or minus one if none exists.","Inspect the list from the beginning while tracking the current index. If a negative value is encountered, output its index. When the end is reached with no match, output minus one.",fast_offsets,False,33,33,38,37,True,1.0280823968004789,1.0249261856079102,0.6238041203822249,38.039048681617714,1.1960094589551256,1.1913983821868896,0.7718819502336365,44.25234998133965,0.6849985388485161,0.6996283531188965,0.9780771522908598,0.24324324324324326,0.02702702702702703,3,1,0.4559714879724197,0.5758571206048752,0.918918918918919,1.845071468684182
merge_sorted_descending__nl__v3,merge_sorted_descending,merge_sorted,nl,3,"Given two lists sorted in descending order, merge them into one descending list.",Initialize an empty result and place one index at the start of each list. Repeatedly append the larger current value and advance its index. Place any remaining values and return the result.,fast_offsets,False,27,27,37,36,True,1.1755814206682973,1.1596012115478516,0.6839442824968859,42.320931144058704,1.3930001956307225,1.2506684064865112,0.8730350254439815,50.14800704270601,0.6327515198952622,0.6389375030994415,0.9682371368010839,0.19444444444444445,0.027777777777777776,3,1,0.8712859626327242,1.0470460810831614,0.9444444444444444,2.3621183682892783
selection_sort_ascending__python__v1,selection_sort_ascending,selection_sort,python,1,"Given a list of numbers, sort it in ascending order using selection sort and return the sorted copy.","def selection_sort_ascending(values):
    result = values[:]
    for index in range(len(result)):
        best = index
        for candidate in range(index + 1, len(result)):
            if result[candidate] < result[best]:
                best = candidate
        result[index], result[best] = result[best], result[index]
    return result",fast_offsets,False,31,31,91,90,True,0.2941062203745888,0.026264043524861336,0.5113526899077097,26.469559833712992,0.33009242774100533,0.026552053168416023,0.6234556614899749,29.70831849669048,0.9074288149674733,0.9963721930980682,0.9948902832137214,0.7444444444444445,0.5777777777777777,18,15,0.34536650424575943,0.40290742858052725,0.9888888888888889,0.4262937759137963
group_by_first_character__nl__v3,group_by_first_character,grouping,nl,3,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","Initialize with an empty dictionary. Process each string, use its first character as the key, create an empty list for a new key, and append the string to that key's list. Produce the dictionary.",fast_offsets,False,38,38,43,42,True,1.0632910097469686,1.1503053903579712,0.6571129150630224,44.658222409372684,1.2062993081220026,1.2057491540908813,0.8200640031614738,50.66457094112411,0.6635209389385723,0.6659395396709442,0.9788314700126648,0.2857142857142857,0.047619047619047616,3,1,0.7025883196677059,0.810383822201047,0.9285714285714286,1.6984061135801658
running_product__python__v1,running_product,cumulative_scan,python,1,"Given a list of numbers, produce the running product after each position.","def running_product(values):
    product = 1
    result = []
    for value in values:
        product *= value
        result.append(product)
    return result",fast_offsets,False,24,24,42,41,True,0.35818943777121603,0.056543346494436264,0.5576300131054918,14.685766948619857,0.40092724098301513,0.05836356803774834,0.6463940751195171,16.43801688030362,0.8965028484420079,0.9919186234474182,0.9947636781669245,0.7073170731707317,0.5121951219512195,14,10,0.4703785470395815,0.52594050061889,1.0,0.2741705153691838
anti_diagonal_sum__python__v1,anti_diagonal_sum,diagonal_aggregate,python,1,"Given a square matrix, calculate the sum of its anti-diagonal.","def anti_diagonal_sum(matrix):
    total = 0
    size = len(matrix)
    for row in range(size):
        total += matrix[row][size - 1 - row]
    return total",fast_offsets,False,25,25,52,51,True,0.3654495720442284,0.08760731667280197,0.600314287128305,18.63792817425565,0.4073369038798025,0.08847211301326752,0.7064157235951976,20.774182097869925,0.8908697790374943,0.9850742816925049,0.9939843322716507,0.7450980392156863,0.47058823529411764,14,5,0.43070280460990035,0.4941020360821858,1.0,0.38546726825270705
chunks_pairs__python__v1,chunks_pairs,chunking,python,1,"Given a list, split it into consecutive chunks containing at most two elements.","def chunks_pairs(values):
    result = []
    for start in range(0, len(values), 2):
        result.append(values[start:start + 2])
    return result",fast_offsets,False,25,25,48,47,True,0.4390823139104388,0.12354123592376709,0.601068172355838,20.636868753790623,0.5100296836035534,0.1238996759057045,0.7552690901015666,23.97139512936701,0.8596550131097753,0.9737531542778015,0.9903872989593668,0.6170212765957447,0.3404255319148936,7,3,0.48595170271405747,0.58129164998536,0.9574468085106383,0.6599769689341013
matrix_find_position__python__v3,matrix_find_position,matrix_search,python,3,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","def matrix_find_position(entry, result):
    for x in range(len(entry)):
        for element in range(len(entry[x])):
            if entry[x][element] == result:
                return x, element
    return -1, -1",fast_offsets,False,43,43,63,62,True,0.3768178381874496,0.10344067960977554,0.5336608744313017,23.362705967621878,0.4408082374720834,0.11010713875293732,0.6759240250178533,27.330110723269172,0.8810255902428781,0.9833679795265198,0.9916120450342855,0.6935483870967742,0.45161290322580644,12,5,0.360142216658922,0.42621458618764263,0.9516129032258065,1.016735357043217
list_divisors__python__v3,list_divisors,divisors,python,3,"Given a positive integer n, return all positive divisors of n in increasing order.","def list_divisors(entry):
    x = []
    for element in range(1, entry + 1):
        if entry % element == 0:
            x.append(element)
    return x",fast_offsets,False,27,27,50,49,True,0.386925660679592,0.13324783742427826,0.5344672400842707,18.95935737330001,0.45951483249949404,0.13553251326084137,0.6982975542141083,22.51622679247521,0.8915797137484258,0.9792681932449341,0.9905229101375658,0.6938775510204082,0.40816326530612246,16,8,0.3614727959162944,0.44680804783517186,0.9183673469387755,0.9798978387269165
insertion_sort_ascending__nl__v2,insertion_sort_ascending,insertion_sort,nl,2,"Given a list of numbers, sort it in ascending order using insertion sort and return the sorted copy.","Copy the list. Starting with the second element, shift larger earlier values one position right until the current value can be inserted in order. Output the copy.",fast_offsets,False,32,32,31,30,True,1.2773715804020565,1.1742398142814636,0.5908221379526704,38.32114741206169,1.4601341346899668,1.3296297788619995,0.6973902991953832,43.804024040699005,0.6185705532630285,0.6579476594924927,0.9745518346627553,0.13333333333333333,0.0,2,0,0.5726237399824734,0.6843051910400391,0.9333333333333333,2.4124889192481835
scan_min__python__v1,scan_min,scan_extremum,python,1,"Given a non-empty list of numbers, find the smallest value by scanning the list once.","def scan_min(values):
    best = values[0]
    for value in values[1:]:
        if value < best:
            best = value
    return best",fast_offsets,False,30,30,41,40,True,0.4560599485121202,0.08256169781088829,0.658848440576194,18.242397940484807,0.5260651247110217,0.08782118186354637,0.7863267255209166,21.04260498844087,0.8543089926242828,0.9876682758331299,0.9909636065363884,0.65,0.5,13,5,0.41548020016545284,0.4889887698615591,0.975,0.6359554777118319
