trajectory_id,program_id,task_id,family,variant,condition,task_text,reference_text,boundary_crossed,reference_start_token_index,token_count,analysis_token_count,trajectory_valid,mean_entropy_top20,median_entropy_top20,mean_entropy_valid_vocab,median_entropy_valid_vocab,semantic_step_balanced_entropy_top20,mean_p1,median_p1,mean_top20_mass,mean_reference_surprisal,median_reference_rank,fraction_p1_ge_090,fraction_p1_ge_099,step_mapped_token_fraction,boundary_overlap_token_fraction,unmapped_token_fraction
merge_sorted_descending__v2__pseudocode,merge_sorted_descending__v2,merge_sorted_descending,merge_sorted,2,pseudocode,"Given two lists sorted in descending order, merge them into one descending list.","PROCEDURE merge_sorted_descending(current, counter)
output <- []
item <- 0
value <- 0
WHILE (item < len(current) AND value < len(counter))
    IF current[item] >= counter[value]
        output.append(current[item])
        item <- item + 1
    ELSE
        output.append(counter[value])
        value <- value + 1
output.extend(current[item:])
output.extend(counter[value:])
RETURN output",False,27,126,125,True,0.5035483673824929,0.12382321059703827,0.6248448954126797,0.13928905129432678,0.6487265290623794,0.8395054407119751,0.9800146818161011,0.9848693599700927,0.8879912996486237,1.0,0.64,0.416,0.9629629629629629,0.0,0.037037037037037035
reverse_list__v1__python_opaque,reverse_list__v1,reverse_list,reverse_sequence,1,python_opaque,"Given a list, create a new list containing the same values in reverse order.","def zav0(mip0):
    tuk0 = []
    for qel0 in range(len(mip0) - 1, -1, -1):
        tuk0.append(mip0[qel0])
    return tuk0",False,26,63,62,True,0.5777794572168204,0.12067323178052902,0.8519456047764716,0.12151636183261871,0.8976487296129366,0.8210170987632966,0.9766644239425659,0.9593019091313885,1.4037039353686946,1.0,0.6612903225806451,0.41935483870967744,1.0,0.0,0.0
matrix_column_sums__v3__pseudocode,matrix_column_sums__v3,matrix_column_sums,matrix_aggregate,3,pseudocode,"Given a non-empty rectangular matrix of numbers, return a list containing the sum of each column.","PROCEDURE matrix_column_sums(entry)
x <- []
FOR element IN range(len(entry[0]))
    n_count <- 0
    FOR result IN entry
        n_count <- n_count + result[element]
    x.append(n_count)
RETURN x",False,31,72,71,True,0.7087781263653083,0.3464486002922058,0.937038643229884,0.4064885079860687,0.938973830100925,0.7748248575019164,0.9185954332351685,0.9672005000248761,1.4288953525198889,1.0,0.5211267605633803,0.18309859154929578,1.0,0.0,0.0
count_character__v2__python_canonical,count_character__v2,count_character,char_count,2,python_canonical,"Given a string and a character, count how many times that character appears.","def count_character(output, current):
    value = 0
    for item in output:
        if item == current:
            value += 1
    return value",False,25,39,38,True,0.5783059543862595,0.22330854833126068,0.6892492126008667,0.22726187855005264,0.69370924422401,0.8221010926522707,0.9503849744796753,0.9848112636490872,0.9415896189383555,1.0,0.631578947368421,0.3157894736842105,1.0,0.0,0.0
count_primes_up_to__v1__procedural_prose,count_primes_up_to__v1,count_primes_up_to,primality,1,procedural_prose,"Given a nonnegative integer n, count how many prime numbers are at most n.","Define a procedure named count_primes_up_to that receives n.
Set count to 0.
For each candidate in range(2, (n + 1)), do the following.
    Set prime to true.
    Set divisor to 2.
    While (divisor * divisor) is at most candidate, do the following.
        If (candidate % divisor) equals 0, do the following.
            Set prime to false.
            Stop the current loop.
        Increase divisor by 1.
    If prime, do the following.
        Increase count by 1.
Return count.",False,27,143,142,True,0.6405496579709891,0.3130413591861725,0.7533384141605265,0.3341931402683258,0.7348110314881661,0.8011594998164916,0.9273737370967865,0.9844716292032054,0.9524903288790202,1.0,0.5563380281690141,0.24647887323943662,1.0,0.0,0.0
reverse_list__v2__python_canonical,reverse_list__v2,reverse_list,reverse_sequence,2,python_canonical,"Given a list, create a new list containing the same values in reverse order.","def reverse_list(current):
    value = []
    for item in range(len(current) - 1, -1, -1):
        value.append(current[item])
    return value",False,26,47,46,True,0.34159140270102123,0.07855424284934998,0.38614520802587754,0.08591751009225845,0.6535804470276667,0.8990893182547196,0.987507164478302,0.9943875527900198,0.7226652491672607,1.0,0.782608695652174,0.45652173913043476,1.0,0.0,0.0
keep_letters__v1__python_opaque,keep_letters__v1,keep_letters,string_filter,1,python_opaque,"Given a string, return a new string containing only alphabetic characters.","def zav0(mip0):
    tuk0 = """"
    for qel0 in mip0:
        if qel0.isalpha():
            tuk0 += qel0
    return tuk0",False,26,52,51,True,0.6613190335794534,0.1895730346441269,0.993984524488755,0.22151660919189453,0.8018952151404746,0.7973995001292696,0.9605073928833008,0.9496998997295604,1.5841337597335308,1.0,0.6274509803921569,0.3137254901960784,1.0,0.0,0.0
selection_sort_descending__v2__procedural_prose,selection_sort_descending__v2,selection_sort_descending,selection_sort,2,procedural_prose,"Given a list of numbers, sort it in descending order using selection sort and return the sorted copy.","Define a procedure named selection_sort_descending that receives counter.
Set output to counter[:].
For each current in range(len(output)), do the following.
    Set item to current.
    For each value in range((current + 1), len(output)), do the following.
        If output[value] is greater than output[item], do the following.
            Set item to value.
    Set (output[current], output[item]) to (output[item], output[current]).
Return output.",False,31,116,115,True,0.6625367954879513,0.40711840987205505,0.76293147770364,0.4081423282623291,0.8908652551742843,0.7867371338865031,0.9156900644302368,0.9867834531742593,1.2831002992593035,1.0,0.5217391304347826,0.28695652173913044,1.0,0.0,0.0
anti_diagonal_sum__v1__python_opaque,anti_diagonal_sum__v1,anti_diagonal_sum,diagonal_aggregate,1,python_opaque,"Given a square matrix, calculate the sum of its anti-diagonal.","def zav0(mip0):
    tuk0 = 0
    qel0 = len(mip0)
    for vor0 in range(qel0):
        tuk0 += mip0[vor0][qel0 - 1 - vor0]
    return tuk0",False,25,70,69,True,0.5757312195491977,0.17026609182357788,0.8353446360493578,0.18682827055454254,0.7909309993294069,0.823705582353084,0.9614225625991821,0.9592656445676002,1.5730103796546324,1.0,0.6086956521739131,0.36231884057971014,1.0,0.0,0.0
count_even_digits__v3__pseudocode,count_even_digits__v3,count_even_digits,digit_count,3,pseudocode,"Given a positive integer, count how many of its decimal digits are even.","PROCEDURE count_even_digits(x)
element <- 0
WHILE x > 0
    entry <- (x % 10)
    IF (entry % 2) = 0
        element <- element + 1
    x <- x // 10
RETURN element",False,26,71,70,True,0.6884640482083861,0.4949435591697693,0.8787329892453272,0.5593108534812927,0.7184333891343722,0.7726261219808034,0.8776485621929169,0.974245889697756,1.0093112627252725,1.0,0.4857142857142857,0.2857142857142857,1.0,0.0,0.0
linear_last_index__v3__pseudocode,linear_last_index__v3,linear_last_index,linear_search,3,pseudocode,"Given a list and a target, return the index of the last target occurrence or minus one if absent.","PROCEDURE linear_last_index(n_count, x)
element <- -1
FOR (entry, result) IN enumerate(n_count)
    IF result = x
        element <- entry
RETURN element",False,33,51,50,True,1.04249563600868,0.9922011494636536,1.3930413626879454,1.229748249053955,0.8655811142978362,0.6696657115221023,0.7272164225578308,0.9525762057304382,2.3217453514738007,1.0,0.24,0.08,1.0,0.0,0.0
count_below__v2__procedural_prose,count_below__v2,count_below,threshold_count,2,procedural_prose,"Given a list of numbers and a threshold, count the values less than the threshold.","Define a procedure named count_below that receives output and value.
Set item to 0.
For each current in output, do the following.
    If current is less than value, do the following.
        Increase item by 1.
Return item.",False,27,59,58,True,0.9251982335764954,0.817050576210022,1.1075252818763115,0.9090100526809692,0.9528713332416913,0.7105599793380705,0.7909415066242218,0.9754674424385202,1.684237977342726,1.0,0.3793103448275862,0.15517241379310345,1.0,0.0,0.0
is_prime__v2__controlled_nl,is_prime__v2,is_prime,primality,2,controlled_nl,"Given an integer n, determine whether it is prime.","PROCEDURE is_prime INPUT value:
IF value < 2:
    RETURN FALSE
SET item TO 2.
WHILE (item * item) <= value:
    IF (value % item) = 0:
        RETURN FALSE
    UPDATE item USING + 1.
RETURN TRUE",False,21,72,71,True,0.6325788246184869,0.37779754400253296,0.7456318584761031,0.45000025629997253,0.592933575607916,0.7937875029066919,0.9152734279632568,0.9861477445548689,1.5826737688175725,1.0,0.5211267605633803,0.29577464788732394,1.0,0.0,0.0
is_nondecreasing__v1__pseudocode,is_nondecreasing__v1,is_nondecreasing,monotonicity,1,pseudocode,"Given a list of numbers, determine whether it is in nondecreasing order.","PROCEDURE is_nondecreasing(values)
FOR index IN range(1, len(values))
    IF values[(index - 1)] > values[index]
        RETURN FALSE
RETURN TRUE",False,27,47,46,True,0.663782040105181,0.41474807262420654,0.7781449172053607,0.5239122658967972,0.6792059081168624,0.7807329180447952,0.9141672253608704,0.986073576885721,1.1197718466516127,1.0,0.5,0.2608695652173913,1.0,0.0,0.0
first_even_index__v3__python_canonical,first_even_index__v3,first_even_index,first_match_index,3,python_canonical,"Given a list of integers, return the index of the first even value, or minus one if none exists.","def first_even_index(x):
    for element, entry in enumerate(x):
        if entry % 2 == 0:
            return element
    return -1",False,34,41,40,True,0.3311138810315242,0.06562603265047073,0.3584074434646027,0.0669359527528286,0.3606639725430536,0.8952054351568222,0.9908430874347687,0.9970694690942764,0.8982522074498774,1.0,0.7,0.55,1.0,0.0,0.0
count_above__v1__python_canonical,count_above__v1,count_above,threshold_count,1,python_canonical,"Given a list of numbers and a threshold, count the values greater than the threshold.","def count_above(values, threshold):
    count = 0
    for value in values:
        if value > threshold:
            count += 1
    return count",False,27,40,39,True,0.32953559076607536,0.048655129969120026,0.3807114519567665,0.04973779618740082,0.37915280440728466,0.9035096107385098,0.9935780763626099,0.9941435043628399,0.2500970270563975,1.0,0.7948717948717948,0.5384615384615384,1.0,0.0,0.0
insertion_sort_descending__v3__pseudocode,insertion_sort_descending__v3,insertion_sort_descending,insertion_sort,3,pseudocode,"Given a list of numbers, sort it in descending order using insertion sort and return the sorted copy.","PROCEDURE insertion_sort_descending(n_count)
result <- n_count[:]
FOR entry IN range(1, len(result))
    element <- result[entry]
    x <- (entry - 1)
    WHILE (x >= 0 AND result[x] < element)
        result[(x + 1)] <- result[x]
        x <- x - 1
    result[(x + 1)] <- element
RETURN result",False,32,112,111,True,0.5223704768651005,0.186539888381958,0.6349110526739629,0.2324637621641159,0.6446553188130917,0.8297103703827471,0.9654340147972107,0.9854990845327979,1.0303462944376398,1.0,0.6306306306306306,0.36936936936936937,1.0,0.0,0.0
insertion_sort_descending__v3__python_canonical,insertion_sort_descending__v3,insertion_sort_descending,insertion_sort,3,python_canonical,"Given a list of numbers, sort it in descending order using insertion sort and return the sorted copy.","def insertion_sort_descending(n_count):
    result = n_count[:]
    for entry in range(1, len(result)):
        element = result[entry]
        x = entry - 1
        while x >= 0 and result[x] < element:
            result[x + 1] = result[x]
            x -= 1
        result[x + 1] = element
    return result",False,32,101,100,True,0.2903349701231127,0.04978012852370739,0.32246121374191716,0.050950583070516586,0.3898400506721252,0.9069050711393356,0.9927754700183868,0.996239567399025,0.6072503577057796,1.0,0.73,0.54,1.0,0.0,0.0
count_odd__v3__procedural_prose,count_odd__v3,count_odd,parity_count,3,procedural_prose,"Given a list of integers, count how many values are odd.","Define a procedure named count_odd that receives x.
Set element to 0.
For each entry in x, do the following.
    If (entry % 2) does not equal 0, do the following.
        Increase element by 1.
Return element.",False,24,62,61,True,0.8587297849714008,0.7365318536758423,0.9958999677815047,0.8243922591209412,0.9462800615219209,0.7298841708507694,0.8053534626960754,0.9815926893812711,1.513078626454116,1.0,0.3442622950819672,0.22950819672131148,1.0,0.0,0.0
selection_sort_ascending__v2__python_opaque,selection_sort_ascending__v2,selection_sort_ascending,selection_sort,2,python_opaque,"Given a list of numbers, sort it in ascending order using selection sort and return the sorted copy.","def zav0(mip0):
    tuk0 = mip0[:]
    for qel0 in range(len(tuk0)):
        vor0 = qel0
        for nex0 in range(qel0 + 1, len(tuk0)):
            if tuk0[nex0] < tuk0[vor0]:
                vor0 = nex0
        tuk0[qel0], tuk0[vor0] = tuk0[vor0], tuk0[qel0]
    return tuk0",False,31,131,130,True,0.3903741510426838,0.01928525511175394,0.5828512248806454,0.02067480143159628,0.6216045658656181,0.8802326317590017,0.9975999891757965,0.9704198479652405,0.8378976710512076,1.0,0.7538461538461538,0.6307692307692307,1.0,0.0,0.0
filter_mapping_by_value__v1__python_opaque,filter_mapping_by_value__v1,filter_mapping_by_value,dictionary_transform,1,python_opaque,"Given a dictionary with numeric values and a threshold, return a new dictionary containing only entries whose value is greater than the threshold.","def zav0(mip0, tuk0):
    qel0 = {}
    for vor0, nex0 in mip0.items():
        if nex0 > tuk0:
            qel0[vor0] = nex0
    return qel0",False,36,66,65,True,0.5955441392249597,0.1091100424528122,0.9882132567847013,0.11048054695129395,0.820594401198687,0.813856503367424,0.9825786352157593,0.9394262786094959,1.591909568066953,1.0,0.6615384615384615,0.46153846153846156,1.0,0.0,0.0
count_digits__v3__pseudocode,count_digits__v3,count_digits,digit_count,3,pseudocode,"Given a positive integer, count its decimal digits.","PROCEDURE count_digits(entry)
element <- 0
WHILE entry > 0
    entry <- entry // 10
    element <- element + 1
RETURN element",False,21,45,44,True,0.7925907354947412,0.4940122365951538,1.091834472494983,0.6664803922176361,0.8106899288039939,0.7438321948390115,0.8633602857589722,0.9583833393725482,1.2219581513671238,1.0,0.45454545454545453,0.22727272727272727,1.0,0.0,0.0
square_values__v2__controlled_nl,square_values__v2,square_values,element_transform,2,controlled_nl,"Given a list of numbers, create a list containing the square of each element.","PROCEDURE square_values INPUT current:
SET item TO [].
FOR EACH value IN current:
    EXECUTE item.append((value * value)).
RETURN item",False,26,40,39,True,1.2709215600521138,1.247816801071167,1.6955422551777117,1.438124179840088,1.2652076993669783,0.5897514663445644,0.5758697390556335,0.9373031075184162,2.562270354622832,2.0,0.28205128205128205,0.07692307692307693,1.0,0.0,0.0
partition_by_threshold__v1__controlled_nl,partition_by_threshold__v1,partition_by_threshold,partition,1,controlled_nl,"Given a list of numbers and a threshold, return two lists: values below the threshold and values at least the threshold, preserving order.","PROCEDURE partition_by_threshold INPUT values, threshold:
SET below TO [].
SET at_least TO [].
FOR EACH value IN values:
    IF value < threshold:
        EXECUTE below.append(value).
    ELSE
        EXECUTE at_least.append(value).
RETURN (below, at_least)",False,38,84,83,True,0.6366931003885181,0.2843772768974304,0.8008153563541015,0.3229854702949524,0.7348102774593119,0.7958459620734295,0.9390008449554443,0.9777863916144314,1.1408339578461912,1.0,0.5783132530120482,0.3373493975903614,0.9583333333333334,0.0,0.041666666666666664
flatten_pairs__v3__pseudocode,flatten_pairs__v3,flatten_pairs,flatten_one_level,3,pseudocode,"Given a list of two-element pairs, flatten the pairs into one list in pair order.","PROCEDURE flatten_pairs(entry)
x <- []
FOR element IN entry
    x.append(element[0])
    x.append(element[1])
RETURN x",False,30,44,43,True,0.7544609503116632,0.37305310368537903,0.9753291724509624,0.46191033720970154,0.8143058768057796,0.7613163930039073,0.9129401445388794,0.970375636289286,1.2497892080086046,1.0,0.5581395348837209,0.27906976744186046,1.0,0.0,0.0
invert_unique_map__v3__python_canonical,invert_unique_map__v3,invert_unique_map,dictionary_transform,3,python_canonical,"Given a dictionary whose values are unique, return a new dictionary mapping each original value to its original key.","def invert_unique_map(entry):
    x = {}
    for element, result in entry.items():
        x[result] = element
    return x",False,31,38,37,True,0.45443026609152454,0.14332661032676697,0.5278913121532045,0.14376133680343628,0.6673286360502243,0.8543324204715522,0.9737957715988159,0.9909746759646648,1.5961336203126357,1.0,0.6486486486486487,0.3783783783783784,1.0,0.0,0.0
filter_mapping_by_value__v3__procedural_prose,filter_mapping_by_value__v3,filter_mapping_by_value,dictionary_transform,3,procedural_prose,"Given a dictionary with numeric values and a threshold, return a new dictionary containing only entries whose value is greater than the threshold.","Define a procedure named filter_mapping_by_value that receives entry and result.
Set x to {}.
For each (element, n_count) in entry.items(), do the following.
    If n_count is greater than result, do the following.
        Set x[element] to n_count.
Return x.",False,36,74,73,True,0.783030351962773,0.6184931993484497,0.8814866655890524,0.6996738910675049,0.8929425654633519,0.744701187904567,0.8542066812515259,0.9877247867518908,2.191772219111829,1.0,0.410958904109589,0.1780821917808219,1.0,0.0,0.0
running_product__v3__python_opaque,running_product__v3,running_product,cumulative_scan,3,python_opaque,"Given a list of numbers, produce the running product after each position.","def zav0(mip0):
    tuk0 = 1
    qel0 = []
    for vor0 in mip0:
        tuk0 *= vor0
        qel0.append(tuk0)
    return qel0",False,24,60,59,True,0.694913045928411,0.2015719711780548,1.0524411689651878,0.22687287628650665,0.8804113203818834,0.7848587788136329,0.9544824361801147,0.9443799661377729,1.6228697138175432,1.0,0.6101694915254238,0.3389830508474576,1.0,0.0,0.0
binary_to_integer__v2__controlled_nl,binary_to_integer__v2,binary_to_integer,base_conversion,2,controlled_nl,"Given a string of binary digits, convert it to a nonnegative integer.","PROCEDURE binary_to_integer INPUT current:
SET value TO 0.
FOR EACH item IN current:
    SET value TO ((value * 2) + int(item)).
RETURN value",False,26,46,45,True,0.9345278225011295,0.7252401113510132,1.2274093639519479,0.9969701170921326,1.03418219634997,0.6908178998364343,0.8229550123214722,0.959585636191898,1.9907102479340715,1.0,0.4,0.15555555555555556,1.0,0.0,0.0
bubble_sort_ascending__v2__controlled_nl,bubble_sort_ascending__v2,bubble_sort_ascending,bubble_sort,2,controlled_nl,"Given a list of numbers, sort it in ascending order using bubble sort and return the sorted copy.","PROCEDURE bubble_sort_ascending INPUT output:
SET current TO output[:].
FOR EACH item IN range((len(current) - 1), 0, -1):
    FOR EACH value IN range(item):
        IF current[value] > current[(value + 1)]:
            SET (current[value], current[(value + 1)]) TO (current[(value + 1)], current[value]).
RETURN current",False,31,102,101,True,0.6715038416389661,0.32909291982650757,0.8473252466135476,0.3360787630081177,0.9587380936303287,0.7757356162413512,0.9277201294898987,0.9748223689523073,1.3216418719704448,1.0,0.5544554455445545,0.2871287128712871,1.0,0.0,0.0
anti_diagonal_sum__v3__procedural_prose,anti_diagonal_sum__v3,anti_diagonal_sum,diagonal_aggregate,3,procedural_prose,"Given a square matrix, calculate the sum of its anti-diagonal.","Define a procedure named anti_diagonal_sum that receives element.
Set result to 0.
Set x to len(element).
For each entry in range(x), do the following.
    Increase result by element[entry][((x - 1) - entry)].
Return result.",False,25,67,66,True,1.0283850986302379,1.0427417159080505,1.2287831814522205,1.1448281407356262,1.1907034141969808,0.6688914888284423,0.7031692564487457,0.9704423546791077,1.8921429628250983,1.0,0.2878787878787879,0.15151515151515152,1.0,0.0,0.0
matrix_row_sums__v2__nl_exp7_anchor,matrix_row_sums__v2,matrix_row_sums,matrix_aggregate,2,nl_exp7_anchor,"Given a matrix of numbers, return a list containing the sum of each row.","Build an empty result list. For each row, start a row total at zero, add every value in the row, and add the row total. Output the result.",False,26,34,33,True,1.1131144477562471,1.0512936115264893,1.237675685548421,1.159525752067566,,0.6299263139565786,0.6718245148658752,0.9846559383652427,1.9773497206695152,2.0,0.15151515151515152,0.030303030303030304,,,
chunks_fixed_size__v3__pseudocode,chunks_fixed_size__v3,chunks_fixed_size,chunking,3,pseudocode,"Given a list and a positive chunk size, split the list into consecutive chunks of at most that size.","PROCEDURE chunks_fixed_size(result, entry)
element <- []
FOR x IN range(0, len(result), entry)
    element.append(result[x:(x + entry)])
RETURN element",False,31,51,50,True,1.0013168364018201,0.8261791169643402,1.3212407366931438,0.9107016623020172,1.0609382958994025,0.67281345307827,0.6863662302494049,0.955705828666687,2.148513314211741,1.0,0.34,0.08,1.0,0.0,0.0
most_frequent__v3__python_canonical,most_frequent__v3,most_frequent,mode_selection,3,python_canonical,"Given a non-empty list, return a value with the highest occurrence count, choosing the first such value on ties.","def most_frequent(result):
    entry = {}
    for x in result:
        entry[x] = entry.get(x, 0) + 1
    element = result[0]
    for x in result:
        if entry[x] > entry[element]:
            element = x
    return element",False,35,76,75,True,0.45452420437242835,0.11811640858650208,0.5338293911829047,0.11847923696041107,0.8520562004001082,0.8554840429623922,0.9801952242851257,0.9889276115099589,0.7529978759438988,1.0,0.72,0.41333333333333333,1.0,0.0,0.0
binary_search_exact__v1__nl_exp7_anchor,binary_search_exact__v1,binary_search_exact,binary_search,1,nl_exp7_anchor,"Given an ascending sorted list and a target value, return the target index or minus one if absent.","Set low and high indices around the search range. Repeatedly inspect the middle value, returning its index on a match. Discard the half that cannot contain the target. Return minus one if the range becomes empty.",False,32,45,44,True,1.325582053750457,1.4367882013320923,1.6577109377619557,1.7567378282546997,,0.5781590325588529,0.5379848778247833,0.9498719261451201,2.0581735346839363,1.5,0.18181818181818182,0.045454545454545456,,,
merge_sorted_ascending__v2__python_opaque,merge_sorted_ascending__v2,merge_sorted_ascending,merge_sorted,2,python_opaque,"Given two lists sorted in ascending order, merge them into one ascending list.","def zav0(mip0, tuk0):
    qel0 = []
    vor0 = 0
    nex0 = 0
    while vor0 < len(mip0) and nex0 < len(tuk0):
        if mip0[vor0] <= tuk0[nex0]:
            qel0.append(mip0[vor0])
            vor0 += 1
        else:
            qel0.append(tuk0[nex0])
            nex0 += 1
    qel0.extend(mip0[vor0:])
    qel0.extend(tuk0[nex0:])
    return qel0",False,27,163,162,True,0.3129893714797247,0.010882853996008635,0.46202039720663624,0.011556176468729973,0.507804298658505,0.9013425588239858,0.9987281858921051,0.9778393937481774,0.6605686131118395,1.0,0.8148148148148148,0.6604938271604939,0.989247311827957,0.0,0.010752688172043012
contains_zero__v1__procedural_prose,contains_zero__v1,contains_zero,membership_test,1,procedural_prose,"Given a list of numbers, determine whether zero occurs in the list.","Define a procedure named contains_zero that receives values.
For each value in values, do the following.
    If value equals 0, do the following.
        Return true.
Return false.",False,24,44,43,True,0.8673909116471403,0.6788188219070435,1.038782983660958,0.7401080131530762,0.8400722920554616,0.7352710255356723,0.8311935067176819,0.9774087126864943,1.6306904552681751,1.0,0.32558139534883723,0.11627906976744186,1.0,0.0,0.0
remove_digits__v1__python_opaque,remove_digits__v1,remove_digits,string_filter,1,python_opaque,"Given a string, return a new string with all decimal digits removed.","def zav0(mip0):
    tuk0 = """"
    for qel0 in mip0:
        if not qel0.isdigit():
            tuk0 += qel0
    return tuk0",False,25,54,53,True,0.6182296483405154,0.192144513130188,0.9339570186127258,0.2202073335647583,0.7823501768091066,0.810115247964859,0.9648731350898743,0.9538212564756285,1.5864445094340003,1.0,0.5849056603773585,0.3018867924528302,1.0,0.0,0.0
